AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_26;Position update confirmation;4;0;264;FS_FDS_26;;241;Boolean;FMS_POSITION_UPDATE_TYPE_OVERFLY_1;no;240;;;FMS_POSITION_UPDATE_TYPE_OVERFLY_1;SCAF----------------------------;Defines the type of current requested Position Update: equals to 1 for Overfly Update.;;FMS_POSITION_UPDATE_TYPE_OVERFLY_SG_1;Boolean;;;1;264;1;Overfly Update;Not Overfly Update;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_27;Radar update confirmation;4;0;268;FS_FDS_27;;242;Boolean;FMS_RADAR_UPDATE_TYPE_RADAR_1;no;240;;;FMS_POSITION_UPDATE_TYPE_RADAR_1;SCAF----------------------------;Defines the currently requested position update type: equals to 1 for Radar Update.;;FMS_POSITION_UPDATE_TYPE_RADAR_SG_1;Boolean;;;1;268;1;Radar Update;Not Radar Update;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8007;FMS_MESSAGE_GADIRS_1;;;non protocol based data;;380;8;120;120;FDS_36;Military PRAIM request Type;4;0;368;FS_FDS_36;;343;Enumerate;FMS_MILPRAIM_REQUEST_TYPE_1;no;240;;;FMS_MILPRAIM_REQUEST_TYPE_1;SCAF----------------------------;Defines if the military PRAIM request concerns an Autonomous Approach or not.;;FMS_MILPRAIM_REQUEST_TYPE_SG_1;Enumerate;;;32;368;;;;;;;;;[APPR&ALS];{[1:APPR]&[2:ALS]};;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8253;FMS_MESSAGE_GADIRS_ON_REQUEST_1;;;non protocol based data;;400;360;0;0;FDS_2;POSITION UPDTE MILITARY;16;0;24;FS_FDS_2;;5;Boolean;FMS_POSITION_UPDATE_CONFIRMATION_REQUEST_MIL_1;no;;;;FMS_POSITION_UPDATE_CONFIRMATION_REQUEST_MIL_1;SCAF----------------------------;to request GADIRS to perform the super-confirm process for military position update;;FMS_POSITION_UPDATE_CONFIRMATION_REQUEST_MIL_SG_1;Boolean;;;1;24;1;Confirmation requested;Confirmation not requested;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8253;FMS_MESSAGE_GADIRS_ON_REQUEST_1;;;non protocol based data;;400;360;0;0;FDS_2;POSITION UPDTE MILITARY;16;0;24;FS_FDS_2;;5;Integer;FMS_POSITION_UPDATE_TIME_TAG_MIL_1;no;;;;FMS_POSITION_UPDATE_TIME_TAG_MIL_1;SCAF----------------------------;Relative time tag (counter) used for military Position Update.;;FMS_POSITION_UPDATE_TIME_TAG_MIL_SG_1;Integer;Relative time tag (counter) used for military Position Update.;;32;28;;;;;;;;;;;;;;;;0;2097152;No Unit;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8253;FMS_MESSAGE_GADIRS_ON_REQUEST_1;;;non protocol based data;;400;360;0;0;FDS_2;POSITION UPDTE MILITARY;16;0;24;FS_FDS_2;;5;Enumerate;FMS_POSITION_UPDATE_MIL_REQUEST_DESIGNATOR_1;no;;;;FMS_POSITION_UPDATE_MIL_REQUEST_DESIGNATOR_1;SCAF----------------------------;Indicates from which FMS comes the military position update request (for display on CDS);;FMS_POSITION_UPDATE_MIL_REQUEST_DESIGNATOR_SG_1;Enumerate;;;32;32;;;;;;;;;[NONE&SIDE_L&SIDE_R&SIDE_3C];{[0:NONE]&[1:SIDE_L]&[2:SIDE_R]&[3:SIDE_3C]};;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_1_GADIRS;8253;FMS_MESSAGE_GADIRS_ON_REQUEST_1;;;non protocol based data;;400;360;0;0;FDS_2;POSITION UPDTE MILITARY;16;0;24;FS_FDS_2;;5;Float;FMS_POSITION_UPDATE_EPU_MIL_1;no;;;;FMS_POSITION_UPDATE_EPU_MIL_1;SCAF----------------------------;EPU computed by FMS related to updated position (military position update);;FMS_POSITION_UPDATE_EPU_MIL_SG_1;Float;;;32;36;;;;;;;;;;;0;16;NM;0.00001;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_15;GPS PY PRAIM request for DEST;12;0;136;FS_FDS_15;;102;Enumerate;FMS_MILPRAIM_FMS_REQUEST_DESIGNATOR_2;no;240;;;FMS_MILPRAIM_FMS_REQUEST_DESIGNATOR_2;SCAF----------------------------;Designate the PRAIM request source (FMC 1 or 2)  for the Military GPS;;FMS_MILPRAIM_FMS_REQUEST_DESIGNATOR_SG_2;Enumerate;;;32;136;;;;;;;;;;{[1:FMC1]&[2:FMC2]};;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_15;GPS PY PRAIM request for DEST;12;0;136;FS_FDS_15;;102;Float;FMS_MILPRAIM_DEST_LAT_2;no;240;;;FMS_MILPRAIM_DEST_LAT_2;SCAF----------------------------;Destination airport latitude for GPS PY PRAIM computation;;FMS_MILPRAIM_DEST_LAT_SG_2;Float;;;32;140;;;;;;;;;;;-90;90;deg;0.0001;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_15;GPS PY PRAIM request for DEST;12;0;136;FS_FDS_15;;102;Float;FMS_MILPRAIM_DEST_LONG_2;no;240;;;FMS_MILPRAIM_DEST_LONG_2;SCAF----------------------------;Destination airport longitude for GPS PY PRAIM computation;;FMS_MILPRAIM_DEST_LONG_SG_2;Float;;;32;144;;;;;;;;;;;-180;180;deg;0.0001;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_16;GPS PY PRAIM request for DEST;12;0;148;FS_FDS_16;;103;Integer;FMS_MILPRAIM_DEST_ETA_HOURS_2;no;240;;;FMS_MILPRAIM_DEST_ETA_HOURS_2;SCAF----------------------------;Estimated Time of Arrival at the destination airport for GPS PY PRAIM computation;;FMS_MILPRAIM_DEST_ETA_HOURS_SG_2;Integer;;;32;148;;;;;;;;;;;;;;;;0;23;h;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_16;GPS PY PRAIM request for DEST;12;0;148;FS_FDS_16;;103;Integer;FMS_MILPRAIM_DEST_ETA_MINUTES_2;no;240;;;FMS_MILPRAIM_DEST_ETA_MINUTES_2;SCAF----------------------------;Estimated Time of Arrival at the destination airport for GPS PY PRAIM computation;;FMS_MILPRAIM_DEST_ETA_MINUTES_SG_2;Integer;;;32;152;;;;;;;;;;;;;;;;0;59;min;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_16;GPS PY PRAIM request for DEST;12;0;148;FS_FDS_16;;103;Boolean;FMS_MILPRAIM_DEST_SEQUENCE_2;no;240;;;FMS_MILPRAIM_DEST_SEQUENCE_2;SCAF----------------------------;;;FMS_MILPRAIM_DEST_SEQUENCE_SG_2;Boolean;;;1;156;1;1;0;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_17;GPS PY PRAIM request for the APT wpt;20;0;164;FS_FDS_17;;160;Float;FMS_MILPRAIM_ALTERNATE_LAT_2;no;240;;;FMS_MILPRAIM_ALTERNATE_LAT_2;SCAF----------------------------;Selected alternate waypoint latitude for GPS PY PRAIM computation;;FMS_MILPRAIM_ALTERNATE_LAT_SG_2;Float;;;32;164;;;;;;;;;;;-90;90;deg;0.0001;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_17;GPS PY PRAIM request for the APT wpt;20;0;164;FS_FDS_17;;160;Float;FMS_MILPRAIM_ALTERNATE_LONG_2;no;240;;;FMS_MILPRAIM_ALTERNATE_LONG_2;SCAF----------------------------;Selected alternate waypoint longitude for GPS PY PRAIM computation;;FMS_MILPRAIM_ALTERNATE_LONG_SG_2;Float;;;32;168;;;;;;;;;;;-180;180;deg;0.0001;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_17;GPS PY PRAIM request for the APT wpt;20;0;164;FS_FDS_17;;160;Integer;FMS_MILPRAIM_ALTERNATE_ETA_HOURS_2;no;240;;;FMS_MILPRAIM_ALTERNATE_ETA_HOURS_2;SCAF----------------------------;Estimated Time of Arrival at the selected alternate waypoint for GPS PY PRAIM computation;;FMS_MILPRAIM_ALTERNATE_ETA_HOURS_SG_2;Integer;;;32;172;;;;;;;;;;;;;;;;0;23;h;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_17;GPS PY PRAIM request for the APT wpt;20;0;164;FS_FDS_17;;160;Integer;FMS_MILPRAIM_ALTERNATE_ETA_MINUTES_2;no;240;;;FMS_MILPRAIM_ALTERNATE_ETA_MINUTES_2;SCAF----------------------------;Estimated Time of Arrival at the selected alternate waypoint for GPS PY PRAIM computation;;FMS_MILPRAIM_ALTERNATE_ETA_MINUTES_SG_2;Integer;;;32;176;;;;;;;;;;;;;;;;0;59;min;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_17;GPS PY PRAIM request for the APT wpt;20;0;164;FS_FDS_17;;160;Boolean;FMS_MILPRAIM_ALTERNATE_SEQUENCE_2;no;240;;;FMS_MILPRAIM_ALTERNATE_SEQUENCE_2;SCAF----------------------------;;;FMS_MILPRAIM_ALTERNATE_SEQUENCE_SG_2;Boolean;;;1;180;1;1;0;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_18;GPS PY satelite deselection;16;0;184;FS_FDS_18;;161;Integer;FMS_GPSPY_SAT_DESELECTION_1_2;no;240;;;FMS_GPSPY_SAT_DESELECTION_1_2;SCAF----------------------------;First deselected satellite for GPS PY (crew deselection in the corresponding MDF page);;FMS_GPSPY_SAT_DESELECTION_1_SG_2;Integer;;;32;184;;;;;;;;;;;;;;;;0;50;No Unit;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_18;GPS PY satelite deselection;16;0;184;FS_FDS_18;;161;Integer;FMS_GPSPY_SAT_DESELECTION_2_2;no;240;;;FMS_GPSPY_SAT_DESELECTION_2_2;SCAF----------------------------;Second deselected satellite for GPS PY (crew deselection in the corresponding MDF page);;FMS_GPSPY_SAT_DESELECTION_2_SG_2;Integer;;;32;188;;;;;;;;;;;;;;;;0;50;No Unit;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_18;GPS PY satelite deselection;16;0;184;FS_FDS_18;;161;Integer;FMS_GPSPY_SAT_DESELECTION_3_2;no;240;;;FMS_GPSPY_SAT_DESELECTION_3_2;SCAF----------------------------;Third deselected satellite for GPS PY (crew deselection in the corresponding MDF page);;FMS_GPSPY_SAT_DESELECTION_3_SG_2;Integer;;;32;192;;;;;;;;;;;;;;;;0;50;No Unit;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_18;GPS PY satelite deselection;16;0;184;FS_FDS_18;;161;Integer;FMS_GPSPY_SAT_DESELECTION_4_2;no;240;;;FMS_GPSPY_SAT_DESELECTION_4_2;SCAF----------------------------;Fourth deselected satellite for GPS PY (crew deselection in the corresponding MDF page);;FMS_GPSPY_SAT_DESELECTION_4_SG_2;Integer;;;32;196;;;;;;;;;;;;;;;;0;50;No Unit;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_19;Civil and military Hyb sensors deselection;4;0;200;FS_FDS_19;;162;Boolean;FMS_DESELECT_GPSPY_FOR_MIL_NAV_2;no;240;;;FMS_DESELECT_GPSPY_FOR_MIL_NAV_2;SCAF----------------------------;Selection/deselection of GPS PY. Equal to 1 for deselection request.;;FMS_DESELECT_GPSPY_FOR_MIL_NAV_SG_2;Boolean;;;1;200;1;GPS PY deselected;GPS PY selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_19;Civil and military Hyb sensors deselection;4;0;200;FS_FDS_19;;162;Boolean;FMS_DESELECT_GPSMMR_FOR_MIL_NAV_2;no;240;;;FMS_DESELECT_GPSMMR_FOR_MIL_NAV_2;SCAF----------------------------;Selection/deselection of the MMR GPS in the military hybrid filter (GPS C/A with WAAS-EGNOS augmentation TBD). Equal to 1 for deselection request.;;FMS_DESELECT_GPSMMR_FOR_MIL_NAV_SG_2;Boolean;;;1;200;2;GPS C;A deselected / GPS C/A selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_19;Civil and military Hyb sensors deselection;4;0;200;FS_FDS_19;;162;Boolean;FMS_DESELECT_TRN_FOR_MIL_NAV_2;no;240;;;FMS_DESELECT_TRN_FOR_MIL_NAV_2;SCAF----------------------------;Selection/deselection of TRN. Equal to 1 for deselection request.;;FMS_DESELECT_TRN_FOR_MIL_NAV_SG_2;Boolean;;;1;200;6;TRN deselected;TRN selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_24;Manual updated position;16;0;224;FS_FDS_24;;211;Float;FMS_POSITION_UPDATE_LATITUDE_2;no;120;;;FMS_POSITION_UPDATE_LATITUDE_2;SCAF----------------------------;Latitude of the FMS updated position for the GADIRS hybrid position (Military and/or civil) update.;;FMS_POSITION_UPDATE_LATITUDE_SG_2;Float;;;64;224;;;;;;;;;;;-90;90;deg;0.0001;Double Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_24;Manual updated position;16;0;224;FS_FDS_24;;211;Float;FMS_POSITION_UPDATE_LONGITUDE_2;no;120;;;FMS_POSITION_UPDATE_LONGITUDE_2;SCAF----------------------------;Longitude of the FMS updated position for the GADIRS hybrid position (Military and/or civil) update.;;FMS_POSITION_UPDATE_LONGITUDE_SG_2;Float;;;64;232;;;;;;;;;;;-180;180;deg;0.0001;Double Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_25;Radar updated position;16;0;248;FS_FDS_25;;240;Float;FMS_RADAR_UPDATE_LATITUDE_2;no;120;;;FMS_RADAR_UPDATE_LATITUDE_2;SCAF----------------------------;Latitude of the radar updated position for the GADIRS military hybrid position update.;;FMS_RADAR_UPDATE_LATITUDE_SG_2;Float;;;64;248;;;;;;;;;;;-90;90;deg;0.0001;Double Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_25;Radar updated position;16;0;248;FS_FDS_25;;240;Float;FMS_RADAR_UPDATE_LONGITUDE_2;no;120;;;FMS_RADAR_UPDATE_LONGITUDE_2;SCAF----------------------------;Longitude of the radar updated position for the GADIRS military hybrid position update.;;FMS_RADAR_UPDATE_LONGITUDE_SG_2;Float;;;64;256;;;;;;;;;;;-180;180;deg;0.0001;Double Precision;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_26;Position update confirmation;4;0;264;FS_FDS_26;;241;Boolean;FMS_POSITION_UPDATE_TYPE_OVERFLY_2;no;240;;;FMS_POSITION_UPDATE_TYPE_OVERFLY_2;SCAF----------------------------;Defines the type of current requested Position Update: equals to 1 for Overfly Update.;;FMS_POSITION_UPDATE_TYPE_OVERFLY_SG_2;Boolean;;;1;264;1;Overfly Update;Not Overfly Update;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_27;Radar update confirmation;4;0;268;FS_FDS_27;;242;Boolean;FMS_RADAR_UPDATE_TYPE_RADAR_2;no;240;;;FMS_POSITION_UPDATE_TYPE_RADAR_2;SCAF----------------------------;Defines the currently requested position update type: equals to 1 for Radar Update.;;FMS_POSITION_UPDATE_TYPE_RADAR_SG_2;Boolean;;;1;268;1;Radar Update;Not Radar Update;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8008;FMS_MESSAGE_GADIRS_2;;;non protocol based data;;380;8;120;120;FDS_36;Military PRAIM request Type;4;0;368;FS_FDS_36;;343;Enumerate;FMS_MILPRAIM_REQUEST_TYPE_2;no;240;;;FMS_MILPRAIM_REQUEST_TYPE_2;SCAF----------------------------;Defines if the military PRAIM request concerns an Autonomous Approach or not.;;FMS_MILPRAIM_REQUEST_TYPE_SG_2;Enumerate;;;32;368;;;;;;;;;[APPR&ALS];{[1:APPR]&[2:ALS]};;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8254;FMS_MESSAGE_GADIRS_ON_REQUEST_2;;;non protocol based data;;400;360;0;0;FDS_2;POSITION UPDTE MILITARY;16;0;24;FS_FDS_2;;5;Boolean;FMS_POSITION_UPDATE_CONFIRMATION_REQUEST_MIL_2;no;;;;FMS_POSITION_UPDATE_CONFIRMATION_REQUEST_MIL_2;SCAF----------------------------;to request GADIRS to perform the super-confirm process for military position update;;FMS_POSITION_UPDATE_CONFIRMATION_REQUEST_MIL_SG_2;Boolean;;;1;24;1;Confirmation requested;Confirmation not requested;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8254;FMS_MESSAGE_GADIRS_ON_REQUEST_2;;;non protocol based data;;400;360;0;0;FDS_2;POSITION UPDTE MILITARY;16;0;24;FS_FDS_2;;5;Integer;FMS_POSITION_UPDATE_TIME_TAG_MIL_2;no;;;;FMS_POSITION_UPDATE_TIME_TAG_MIL_2;SCAF----------------------------;Relative time tag (counter) used for military Position Update.;;FMS_POSITION_UPDATE_TIME_TAG_MIL_SG_2;Integer;Relative time tag (counter) used for military Position Update.;;32;28;;;;;;;;;;;;;;;;0;2097152;No Unit;1;BN2
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8254;FMS_MESSAGE_GADIRS_ON_REQUEST_2;;;non protocol based data;;400;360;0;0;FDS_2;POSITION UPDTE MILITARY;16;0;24;FS_FDS_2;;5;Enumerate;FMS_POSITION_UPDATE_MIL_REQUEST_DESIGNATOR_2;no;;;;FMS_POSITION_UPDATE_MIL_REQUEST_DESIGNATOR_2;SCAF----------------------------;Indicates from which FMS comes the military position update request (for display on CDS);;FMS_POSITION_UPDATE_MIL_REQUEST_DESIGNATOR_SG_2;Enumerate;;;32;32;;;;;;;;;[NONE&SIDE_L&SIDE_R&SIDE_3C];{[0:NONE]&[1:SIDE_L]&[2:SIDE_R]&[3:SIDE_3C]};;;;;;;;;;
AFDX_INPUT_MESSAGE;HYBRID_1;;Application;VL_S_FMC_2_GADIRS;8254;FMS_MESSAGE_GADIRS_ON_REQUEST_2;;;non protocol based data;;400;360;0;0;FDS_2;POSITION UPDTE MILITARY;16;0;24;FS_FDS_2;;5;Float;FMS_POSITION_UPDATE_EPU_MIL_2;no;;;;FMS_POSITION_UPDATE_EPU_MIL_2;SCAF----------------------------;EPU computed by FMS related to updated position (military position update);;FMS_POSITION_UPDATE_EPU_MIL_SG_2;Float;;;32;36;;;;;;;;;;;0;16;NM;0.00001;Simple Precision;;;;;
AFDX_INPUT_MESSAGE;CIVHYB_1;;Application;VL_DU_3C_GADIRS;14269;CDS_GADIRS_MESSAGE_3C;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_9;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_3C;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_3C;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;CIVHYB_1;;Application;VL_DU_IL_GADIRS;14262;CDS_GADIRS_MESSAGE_IL;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_2;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_IL;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_IL;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;CIVHYB_1;;Application;VL_DU_IR_GADIRS;14267;CDS_GADIRS_MESSAGE_IR;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_7;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_IR;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_IR;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;CIVHYB_1;;Application;VL_DU_LL_GADIRS;14263;CDS_GADIRS_MESSAGE_LL;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_3;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_LL;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_LL;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;CIVHYB_1;;Application;VL_DU_LR_GADIRS;14268;CDS_GADIRS_MESSAGE_LR;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_8;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_LR;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_LR;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;CIVHYB_1;;Application;VL_DU_OL_GADIRS;14261;CDS_GADIRS_MESSAGE_OL;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_1;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_OL;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_OL;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;CIVHYB_1;;Application;VL_DU_OR_GADIRS;14266;CDS_GADIRS_MESSAGE_OR;;;non protocol based data;;40;28;33;;FDS_CONFIRM_BOX;;4;0;8;FDS_CONFIRM_BOX_FS;;4;Boolean;CDS_GADIRS_POS_CANCEL_SELECTED_6;no;;;;CDS_GADIRS_POS_CANCEL_SELECTED_OR;SCAF----------------------------;Position update cancellation;;CDS_GADIRS_POS_CANCEL_SELECTED_SG_OR;Boolean;;;1;8;1;Position update cancellation selected;Position update cancellation not selected;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;CIVHYB_1;;Application;VL_FW_1_BROADCAST;16419;FW_BROADCAST_1;;;non protocol based data;;100;40;240;240;FDS_BROADCAST;;4;0;8;FS_FDS_BROADCAST;;4;Integer;FW_FLIGHT_PHASE_1;no;240;;;FW_FLIGHT_PHASE_1;SCAF----------------------------;Civil flight phase;;FW_FLIGHT_PHASE_1;Integer;;;32;8;;;;;;;;;;;;;;;;1;12;No Unit;1;BN2
AFDX_INPUT_MESSAGE;CIVHYB_1;;Application;VL_FW_1_BROADCAST;16419;FW_BROADCAST_1;;;non protocol based data;;100;40;240;240;FDS_BROADCAST2;;4;0;12;FS_FDS_BROADCAST2;;5;Boolean;FW_FLIGHT_WARNING_VALID_1;no;240;;;FW_FLIGHT_WARNING_VALID_1;SCAF----------------------------;Validity of the FWA x (x=1 or 2);;FW_FLIGHT_WARNING_VALID_1;Boolean;;;1;12;1;Flight warning valid;Flight warning not valid;1;0;positive;;;;;;;;;;;;;;
AFDX_INPUT_MESSAGE;CIVHYB_1;;Application;VL_FW_2_BROADCAST;16420;FW_BROADCAST_2;;;non protocol based data;;100;40;240;240;FDS_BROADCAST;;4;0;8;FS_FDS_BROADCAST;;4;Integer;FW_FLIGHT_PHASE_2;no;240;;;FW_FLIGHT_PHASE_2;SCAF----------------------------;Civil flight phase;;FW_FLIGHT_PHASE_2;Integer;;;32;8;;;;;;;;;;;;;;;;1;12;No Unit;1;BN2
